1,0.033,15,0.25
2,0.2,15,0.25
3,1,15,0.25
4,0.033,60,0.25
5,0.2,60,0.25
6,1,60,0.25
7,0.033,120,0.25
8,0.2,120,0.25
10,0.033,15,0.5
11,0.2,15,0.5
12,1,15,0.5
13,0.033,60,0.5
16,0.033,120,0.5
18,1,120,0.5
19,0.033,15,0.75
20,0.2,15,0.75
21,1,15,0.75
22,0.033,60,0.75
24,1,60,0.75
25,0.033,120,0.75
26,0.2,120,0.75
28,0.033,15,0.25
29,0.2,15,0.25
30,1,15,0.25
31,0.033,60,0.25
32,0.2,60,0.25
33,1,60,0.25
34,0.033,120,0.25
35,0.2,120,0.25
37,0.033,15,0.5
38,0.2,15,0.5
39,1,15,0.5
40,0.033,60,0.5
41,0.2,60,0.5
42,1,60,0.5
43,0.033,120,0.5
44,0.2,120,0.5
45,1,120,0.5
46,0.033,15,0.75
48,1,15,0.75
49,0.033,60,0.75
50,0.2,60,0.75
51,1,60,0.75
52,0.033,120,0.75
53,0.2,120,0.75
55,0.033,15,0.25
56,0.2,15,0.25
57,1,15,0.25
58,0.033,60,0.25
59,0.2,60,0.25
60,1,60,0.25
61,0.033,120,0.25
62,0.2,120,0.25
64,0.033,15,0.5
65,0.2,15,0.5
67,0.033,60,0.5
68,0.2,60,0.5
69,1,60,0.5
70,0.033,120,0.5
73,0.033,15,0.75
74,0.2,15,0.75
75,1,15,0.75
76,0.033,60,0.75
77,0.2,60,0.75
79,0.033,120,0.75
80,0.2,120,0.75
82,0.033,15,0.25
83,0.2,15,0.25
84,1,15,0.25
85,0.033,60,0.25
87,1,60,0.25
88,0.033,120,0.25
89,0.2,120,0.25
90,1,120,0.25
91,0.033,15,0.5
92,0.2,15,0.5
93,1,15,0.5
94,0.033,60,0.5
95,0.2,60,0.5
96,1,60,0.5
97,0.033,120,0.5
98,0.2,120,0.5
99,1,120,0.5
100,0.033,15,0.75
101,0.2,15,0.75
103,0.033,60,0.75
104,0.2,60,0.75
105,1,60,0.75
106,0.033,120,0.75
107,0.2,120,0.75
108,1,120,0.75
109,0.033,15,0.25
110,0.2,15,0.25
112,0.033,60,0.25
113,0.2,60,0.25
115,0.033,120,0.25
116,0.2,120,0.25
117,1,120,0.25
118,0.033,15,0.5
119,0.2,15,0.5
120,1,15,0.5
121,0.033,60,0.5
122,0.2,60,0.5
124,0.033,120,0.5
125,0.2,120,0.5
127,0.033,15,0.75
128,0.2,15,0.75
129,1,15,0.75
130,0.033,60,0.75
131,0.2,60,0.75
133,0.033,120,0.75
134,0.2,120,0.75
135,1,120,0.75
136,0.033,15,0.25
137,0.2,15,0.25
138,1,15,0.25
139,0.033,60,0.25
140,0.2,60,0.25
141,1,60,0.25
142,0.033,120,0.25
143,0.2,120,0.25
144,1,120,0.25
145,0.033,15,0.5
146,0.2,15,0.5
148,0.033,60,0.5
149,0.2,60,0.5
151,0.033,120,0.5
152,0.2,120,0.5
154,0.033,15,0.75
155,0.2,15,0.75
157,0.033,60,0.75
158,0.2,60,0.75
159,1,60,0.75
160,0.033,120,0.75
161,0.2,120,0.75
162,1,120,0.75
163,0.033,15,0.25
164,0.2,15,0.25
165,1,15,0.25
166,0.033,60,0.25
167,0.2,60,0.25
168,1,60,0.25
169,0.033,120,0.25
170,0.2,120,0.25
172,0.033,15,0.5
173,0.2,15,0.5
174,1,15,0.5
175,0.033,60,0.5
177,1,60,0.5
178,0.033,120,0.5
179,0.2,120,0.5
180,1,120,0.5
181,0.033,15,0.75
182,0.2,15,0.75
183,1,15,0.75
184,0.033,60,0.75
185,0.2,60,0.75
187,0.033,120,0.75
188,0.2,120,0.75
189,1,120,0.75
190,0.033,15,0.25
191,0.2,15,0.25
193,0.033,60,0.25
194,0.2,60,0.25
195,1,60,0.25
196,0.033,120,0.25
197,0.2,120,0.25
198,1,120,0.25
199,0.033,15,0.5
200,0.2,15,0.5
202,0.033,60,0.5
204,1,60,0.5
205,0.033,120,0.5
206,0.2,120,0.5
208,0.033,15,0.75
209,0.2,15,0.75
210,1,15,0.75
211,0.033,60,0.75
212,0.2,60,0.75
214,0.033,120,0.75
215,0.2,120,0.75
216,1,120,0.75
217,0.033,15,0.25
218,0.2,15,0.25
219,1,15,0.25
220,0.033,60,0.25
221,0.2,60,0.25
222,1,60,0.25
223,0.033,120,0.25
224,0.2,120,0.25
225,1,120,0.25
226,0.033,15,0.5
227,0.2,15,0.5
228,1,15,0.5
229,0.033,60,0.5
230,0.2,60,0.5
231,1,60,0.5
232,0.033,120,0.5
233,0.2,120,0.5
234,1,120,0.5
235,0.033,15,0.75
236,0.2,15,0.75
238,0.033,60,0.75
239,0.2,60,0.75
240,1,60,0.75
241,0.033,120,0.75
242,0.2,120,0.75
244,0.033,15,0.25
246,1,15,0.25
247,0.033,60,0.25
248,0.2,60,0.25
249,1,60,0.25
250,0.033,120,0.25
251,0.2,120,0.25
252,1,120,0.25
253,0.033,15,0.5
254,0.2,15,0.5
256,0.033,60,0.5
257,0.2,60,0.5
258,1,60,0.5
259,0.033,120,0.5
260,0.2,120,0.5
261,1,120,0.5
262,0.033,15,0.75
263,0.2,15,0.75
264,1,15,0.75
265,0.033,60,0.75
266,0.2,60,0.75
268,0.033,120,0.75
269,0.2,120,0.75
270,1,120,0.75
